"row_id","restaurant_code","chain_id","primary_cuisine","latitude","longitude","geom","restaurant_id","suburb","postcode"
20092,"99630291","8dc94713",Beverages,-37.84929529,144.99354633,POINT (144.99354633 -37.84929529),37,PRAHRAN,"3181"
4131,bc1a3af9,"",Beverages,-37.84649209,144.99442588,POINT (144.99442588 -37.84649209),493,SOUTH YARRA,"3141"
15739,"0d4fa6b7",ee86b3e0,Indian,-37.84389584,144.99452193,POINT (144.99452193 -37.84389584),927,SOUTH YARRA,"3141"
23045,"07e34623","4b01ebbd",Beverages,-37.84290784,144.99471393,POINT (144.99471393 -37.84290784),722,SOUTH YARRA,"3141"
22269,ebcf2fe5,"",Desserts,-37.84154197,144.99505380,POINT (144.9950538 -37.84154197),432,SOUTH YARRA,"3141"
10953,"9aeeeec0","",Indian,-37.79704484,144.94906194,POINT (144.94906194 -37.79704484),430,NORTH MELBOURNE,"3051"
4672,"0bc655c3",be318d09,Snacks,-37.79701184,144.94976694,POINT (144.94976694 -37.79701184),97,NORTH MELBOURNE,"3051"
2166,"4e0ab676","4b01ebbd",Beverages,-37.84818905,144.99229038,POINT (144.99229038 -37.84818905),541,PRAHRAN,"3181"
16743,"8aa73eba","",Snacks,-37.85230784,145.00641492,POINT (145.00641492 -37.85230784),333,PRAHRAN,"3181"
6395,ae29eb9d,ee86b3e0,Indian,-37.80482484,144.95259094,POINT (144.95259094 -37.80482484),742,NORTH MELBOURNE,"3051"
21653,e1bb65c7,"5a64ad7b",Western,-37.80437484,144.95213894,POINT (144.95213894 -37.80437484),281,NORTH MELBOURNE,"3051"
12047,"349a03a0","",Desserts,-37.80214084,144.95253794,POINT (144.95253794 -37.80214084),385,NORTH MELBOURNE,"3051"
20836,"22786f66","9263cd35",Indian,-37.79945783,144.92683694,POINT (144.92683694 -37.79945783),250,KENSINGTON,"3031"
12627,f38c914c,"809afb27",Indian,-37.85618684,145.00561692,POINT (145.00561692 -37.85618684),336,PRAHRAN,"3181"
4014,"2681a29d","",Snacks,-37.78428984,144.93238195,POINT (144.93238195 -37.78428984),263,FLEMINGTON,"3031"
11806,a203cea1,"",Indian,-37.78797984,144.94188594,POINT (144.94188594 -37.78797984),792,PARKVILLE,"3052"
20739,e2d645e2,"",Snacks,-37.83063884,144.95418794,POINT (144.95418794 -37.83063884),713,SOUTHBANK,"3006"
5299,"0e72349c","",Vegetarian,-37.82676494,144.95948481,POINT (144.95948481 -37.82676494),284,SOUTHBANK,"3006"
18637,cecfc5d6,"8dc94713",Beverages,-37.82391583,144.96212172,POINT (144.96212172 -37.82391583),6,SOUTHBANK,"3006"
8974,a40f7c8e,"6e351af4",Desserts,-37.83345435,144.95021315,POINT (144.95021315 -37.83345435),119,SOUTH MELBOURNE,"3205"
1526,b30ed211,"",Snacks,-37.83301800,144.95106558,POINT (144.95106558 -37.833018),708,SOUTH MELBOURNE,"3205"
3164,"18563086","92005371",Indian,-37.84184384,144.99788993,POINT (144.99788993 -37.84184384),568,SOUTH YARRA,"3141"
3045,"173d73b2","",Desserts,-37.84094222,144.99771133,POINT (144.99771133 -37.84094222),844,SOUTH YARRA,"3141"
8031,"175d29b8","",Indian,-37.79098726,144.93100950,POINT (144.9310095 -37.79098726),288,KENSINGTON,"3031"
3053,"52606cca",bf77fa50,Western,-37.83833284,144.99381493,POINT (144.99381493 -37.83833284),641,SOUTH YARRA,"3141"
19536,e768b663,ec11a1cd,Hong Kong Style,-37.83827747,144.99355662,POINT (144.99355662 -37.83827747),401,SOUTH YARRA,"3141"
20798,c5c568ac,"",Indian,-37.83822677,144.99389164,POINT (144.99389164 -37.83822677),142,SOUTH YARRA,"3141"
20286,"3d9eeed3","",Healthy,-37.78703342,144.92523225,POINT (144.92523225 -37.78703342),847,FLEMINGTON,"3031"
6734,"99405966",e14b373f,Desserts,-37.83378920,144.96066872,POINT (144.96066872 -37.8337892),602,SOUTH MELBOURNE,"3205"
16004,"57a3e914","",Western,-37.83315582,144.96091859,POINT (144.96091859 -37.83315582),310,SOUTH MELBOURNE,"3205"
3381,"535088ab","8dc94713",Beverages,-37.83289879,144.96025013,POINT (144.96025013 -37.83289879),699,SOUTH MELBOURNE,"3205"
9277,a33f31e0,"",Indian,-37.83259919,144.96012203,POINT (144.96012203 -37.83259919),71,SOUTH MELBOURNE,"3205"
15808,"9e14ac63","4b01ebbd",Beverages,-37.83635884,144.93286094,POINT (144.93286094 -37.83635884),647,PORT MELBOURNE,"3207"
22690,"0c6bea76","",Indian,-37.84920084,145.00016893,POINT (145.00016893 -37.84920084),307,PRAHRAN,"3181"
13703,"5712212d","9f52af27",Beverages,-37.84907880,145.00145657,POINT (145.00145657 -37.8490788),328,PRAHRAN,"3181"
19922,c80c2a8f,"4bfa0362",Western,-37.84356484,144.99411593,POINT (144.99411593 -37.84356484),513,SOUTH YARRA,"3141"
12382,"689dd05f","",Japanese,-37.85634484,145.00535192,POINT (145.00535192 -37.85634484),770,PRAHRAN,"3181"
19218,"8399a659","",Desserts,-37.85631384,145.00510192,POINT (145.00510192 -37.85631384),871,PRAHRAN,"3181"
2196,a5b1d466,"06bd5916",Indian,-37.83095974,144.98685677,POINT (144.98685677 -37.83095974),510,SOUTH YARRA,"3141"
10637,d8b5ecb1,"25d54c8e",Indian,-37.83064545,144.98692213,POINT (144.98692213 -37.83064545),436,SOUTH YARRA,"3141"
6618,"12675ae9","",Indian,-37.80435822,144.95720294,POINT (144.95720294 -37.80435822),378,NORTH MELBOURNE,"3051"
12313,"27cb4a4a","",Snacks,-37.83565584,144.96702493,POINT (144.96702493 -37.83565584),703,SOUTH MELBOURNE,"3205"
21343,"412511ba","",Indian,-37.83482584,144.96852493,POINT (144.96852493 -37.83482584),199,SOUTH MELBOURNE,"3205"
15890,"693d38b6","",Indian,-37.83452784,144.96846493,POINT (144.96846493 -37.83452784),318,SOUTH MELBOURNE,"3205"
1346,ce2ffc28,"",Indian,-37.79054398,144.93356384,POINT (144.93356384 -37.79054398),555,KENSINGTON,"3031"
20800,a173e883,"687826f9",Chinese,-37.81735449,144.96082585,POINT (144.96082585 -37.81735449),620,MELBOURNE,"3000"
11998,"66ab7ef4","46b646d4",Healthy,-37.81595684,144.96423094,POINT (144.96423094 -37.81595684),521,MELBOURNE,"3000"
1050,"0b1e110d","",Southeast Asian,-37.81570697,144.96508568,POINT (144.96508568 -37.81570697),217,MELBOURNE,"3000"
17386,"0a3aec43","",Indian,-37.81539229,144.96760265,POINT (144.96760265 -37.81539229),356,MELBOURNE,"3000"
2017,"8b90e9c5","",Indian,-37.84689284,144.99218493,POINT (144.99218493 -37.84689284),829,PRAHRAN,"3181"
15538,bcb1a2e7,abb85475,Hong Kong Style,-37.84625884,144.98832693,POINT (144.98832693 -37.84625884),238,PRAHRAN,"3181"
19189,b7697ede,"",Healthy,-37.84652462,144.99288949,POINT (144.99288949 -37.84652462),745,SOUTH YARRA,"3141"
16117,"95d36fb1",efcd37ee,Indian,-37.84969384,144.99107493,POINT (144.99107493 -37.84969384),791,PRAHRAN,"3181"
7245,"9de25fb8","",Japanese,-37.82536958,144.94889533,POINT (144.94889533 -37.82536958),173,SOUTH WHARF,"3006"
5284,b884b752,"3f8e85ad",Indian,-37.84144684,145.00366193,POINT (145.00366193 -37.84144684),919,SOUTH YARRA,"3141"
11719,"598f123c","6f4ac446",Snacks,-37.79082283,144.92329883,POINT (144.92329883 -37.79082283),312,KENSINGTON,"3031"
11831,"3efa1759","5bafc8d9",Southeast Asian,-37.78598346,144.92384687,POINT (144.92384687 -37.78598346),56,FLEMINGTON,"3031"
13528,"865b0cc2","",Beverages,-37.80076484,144.95209394,POINT (144.95209394 -37.80076484),517,NORTH MELBOURNE,"3051"
13844,"8e2fc11d","",Indian,-37.83305884,144.95392794,POINT (144.95392794 -37.83305884),502,SOUTH MELBOURNE,"3205"
15081,"243f3e18","",Snacks,-37.82914421,144.97027161,POINT (144.97027161 -37.82914421),466,SOUTHBANK,"3006"
6016,c6c7eb1a,"",Beverages,-37.83440384,144.95042494,POINT (144.95042494 -37.83440384),663,SOUTH MELBOURNE,"3205"
20619,"1c8ffb56","5591a964",Japanese,-37.83368284,144.95458094,POINT (144.95458094 -37.83368284),968,SOUTH MELBOURNE,"3205"
12430,"51044919","73d8be05",Japanese,-37.83344937,144.95345445,POINT (144.95345445 -37.83344937),183,SOUTH MELBOURNE,"3205"
17269,"435001f8","4f18a361",International,-37.83328284,144.95437594,POINT (144.95437594 -37.83328284),448,SOUTH MELBOURNE,"3205"
7152,"0ae2b3f8","645bed93",Snacks,-37.83294384,144.95718094,POINT (144.95718094 -37.83294384),57,SOUTH MELBOURNE,"3205"
3968,d65fafd3,"",Indian,-37.83251093,144.95867009,POINT (144.95867009 -37.83251093),84,SOUTH MELBOURNE,"3205"
468,"8ec837cf","",Western,-37.83536784,144.92828694,POINT (144.92828694 -37.83536784),719,PORT MELBOURNE,"3207"
35,b77d479a,"8dc94713",Beverages,-37.83494184,144.93171894,POINT (144.93171894 -37.83494184),176,PORT MELBOURNE,"3207"
15501,c10f8b53,"",International,-37.84692884,144.99908193,POINT (144.99908193 -37.84692884),223,SOUTH YARRA,"3141"
1832,fa642938,"",Indian,-37.84705884,144.99930593,POINT (144.99930593 -37.84705884),163,SOUTH YARRA,"3141"
2487,a65fb07a,"",Snacks,-37.84473084,145.00016393,POINT (145.00016393 -37.84473084),532,SOUTH YARRA,"3141"
803,"4f1e59ab",e3b98a3d,Indian,-37.84299140,145.00012595,POINT (145.00012595 -37.8429914),512,SOUTH YARRA,"3141"
10244,d94e6bf2,"5239e63f",Western,-37.84235584,145.00038793,POINT (145.00038793 -37.84235584),66,SOUTH YARRA,"3141"
11550,bfef36de,"",Snacks,-37.78662683,144.92284695,POINT (144.92284695 -37.78662683),283,FLEMINGTON,"3031"
20350,"2f12186d","",Beverages,-37.78443787,144.92413492,POINT (144.92413492 -37.78443787),456,FLEMINGTON,"3031"
10017,"6fcc3622","7fc00fdd",Desserts,-37.84002411,144.94568305,POINT (144.94568305 -37.84002411),13,PORT MELBOURNE,"3207"
17573,cd37cca0,c6372c42,Indian,-37.83940484,144.94625294,POINT (144.94625294 -37.83940484),256,PORT MELBOURNE,"3207"
21081,"688dd847","",Japanese,-37.83731184,144.94766294,POINT (144.94766294 -37.83731184),128,PORT MELBOURNE,"3207"
2841,"37c67be9","",Western,-37.84072184,144.99652293,POINT (144.99652293 -37.84072184),824,SOUTH YARRA,"3141"
5975,ac2c6223,"",Beverages,-37.80406519,144.94765831,POINT (144.94765831 -37.80406519),451,NORTH MELBOURNE,"3051"
17391,c0442929,"",Indian,-37.83154678,144.97613858,POINT (144.97613858 -37.83154678),182,MELBOURNE,"3004"
15519,b9bb572d,"8dc94713",Beverages,-37.83014038,144.94428009,POINT (144.94428009 -37.83014038),480,PORT MELBOURNE,"3207"
8630,fd4158dc,d914f336,Snacks,-37.83658507,144.99200415,POINT (144.99200415 -37.83658507),197,SOUTH YARRA,"3141"
5971,"5c1e8ad9",a6f1ed98,Desserts,-37.78212283,144.92394995,POINT (144.92394995 -37.78212283),216,FLEMINGTON,"3031"
19461,d24e9ab0,"339d934f",Western,-37.79680224,144.97183179,POINT (144.97183179 -37.79680224),799,CARLTON,"3053"
21550,b5b8bc8a,"23a932a8",Indian,-37.83255485,144.98834325,POINT (144.98834325 -37.83255485),836,SOUTH YARRA,"3141"
5341,fa2fbf05,"",Western,-37.84191184,144.99019493,POINT (144.99019493 -37.84191184),893,SOUTH YARRA,"3141"
22556,f9f1a587,"",Indian,-37.84012584,144.99064093,POINT (144.99064093 -37.84012584),287,SOUTH YARRA,"3141"
7578,"688f8aa7","",Indian,-37.84247262,144.99434026,POINT (144.99434026 -37.84247262),501,SOUTH YARRA,"3141"
961,"6337f6ec","",Beverages,-37.79577066,144.92684463,POINT (144.92684463 -37.79577066),296,KENSINGTON,"3031"
6493,"4c013441","054b3f64",Beverages,-37.80777270,144.95828809,POINT (144.95828809 -37.8077727),920,MELBOURNE,"3000"
6624,b8167615,"10940d7c",Indian,-37.81468893,144.93874702,POINT (144.93874702 -37.81468893),550,DOCKLANDS,"3008"
8593,"049dee85","4b01ebbd",Beverages,-37.82750197,144.96728351,POINT (144.96728351 -37.82750197),78,SOUTHBANK,"3006"
8862,b0ad597c,"",Vegetarian,-37.82502570,144.96803263,POINT (144.96803263 -37.8250257),251,SOUTHBANK,"3006"
11150,a9666a8d,"",Indian,-37.83444514,144.98620524,POINT (144.98620524 -37.83444514),784,SOUTH YARRA,"3141"
15768,a178e073,"7a5cf801",Southeast Asian,-37.83440345,144.97934538,POINT (144.97934538 -37.83440345),970,SOUTH YARRA,"3141"
429,"16f14424","339d934f",Western,-37.83412498,144.98119168,POINT (144.98119168 -37.83412498),948,SOUTH YARRA,"3141"
13712,"9d7e39e8","",Indian,-37.83572750,144.97869349,POINT (144.97869349 -37.8357275),49,SOUTH YARRA,"3141"
20170,"95c648a1","4b01ebbd",Beverages,-37.83481807,144.97889501,POINT (144.97889501 -37.83481807),803,SOUTH YARRA,"3141"
21576,"8159a1b8","",Western,-37.84622184,144.98715293,POINT (144.98715293 -37.84622184),462,PRAHRAN,"3181"
12587,d2853a60,"",Indian,-37.84952684,144.98864693,POINT (144.98864693 -37.84952684),384,PRAHRAN,"3181"
17581,a73f5d3c,"",Indian,-37.83580471,144.94995633,POINT (144.94995633 -37.83580471),839,SOUTH MELBOURNE,"3205"
18951,"92a5720c",b0dc379c,Snacks,-37.83541389,144.95299855,POINT (144.95299855 -37.83541389),554,SOUTH MELBOURNE,"3205"
11143,"19104fba","5a64ad7b",Western,-37.83539384,144.95138594,POINT (144.95138594 -37.83539384),40,SOUTH MELBOURNE,"3205"
5676,a33fc7c7,"6f4ac446",Snacks,-37.83447412,144.95751533,POINT (144.95751533 -37.83447412),158,SOUTH MELBOURNE,"3205"
9269,"5e0a2494","",Snacks,-37.83430309,144.95773203,POINT (144.95773203 -37.83430309),138,SOUTH MELBOURNE,"3205"
4435,"26139034","10940d7c",Indian,-37.83383484,144.95706494,POINT (144.95706494 -37.83383484),131,SOUTH MELBOURNE,"3205"
9074,"551f66b0","",Indian,-37.83175584,144.96557593,POINT (144.96557593 -37.83175584),361,SOUTH MELBOURNE,"3205"
21708,"3a76945c","",Healthy,-37.82612631,144.92492130,POINT (144.9249213 -37.82612631),425,PORT MELBOURNE,"3207"
659,"7b24de2c","",Beverages,-37.82881270,144.95361356,POINT (144.95361356 -37.8288127),898,SOUTHBANK,"3006"
8142,"16cf2916","",Snacks,-37.78317133,144.92463613,POINT (144.92463613 -37.78317133),729,FLEMINGTON,"3031"
7425,"1d8155c2","",Indian,-37.83864984,144.94377394,POINT (144.94377394 -37.83864984),21,PORT MELBOURNE,"3207"
2831,"5ae683d2","7fc00fdd",Desserts,-37.83543733,144.96269133,POINT (144.96269133 -37.83543733),885,SOUTH MELBOURNE,"3205"
13425,"053c0175","4b01ebbd",Beverages,-37.80386854,144.96735288,POINT (144.96735288 -37.80386854),850,CARLTON,"3053"
22432,b57b487a,"",Indian,-37.80533811,144.96791982,POINT (144.96791982 -37.80533811),166,CARLTON,"3053"
18755,a07b3f69,"055615de",Japanese,-37.80524784,144.96739894,POINT (144.96739894 -37.80524784),358,CARLTON,"3053"
18774,dc8dcbef,"5fbd21b3",Indian,-37.80412024,144.96759821,POINT (144.96759821 -37.80412024),969,CARLTON,"3053"
16164,"110a5f1d","0a39d84a",Indian,-37.80133884,144.96859194,POINT (144.96859194 -37.80133884),437,CARLTON,"3053"
10351,fcfc58b3,"",Chinese,-37.79768249,144.96869224,POINT (144.96869224 -37.79768249),218,CARLTON,"3053"
7732,"1f5a0c1b","7375776a",Western,-37.79665818,144.96886793,POINT (144.96886793 -37.79665818),476,CARLTON,"3053"
18730,fe4ebddf,"519a1642",Western,-37.79401529,144.96986379,POINT (144.96986379 -37.79401529),206,CARLTON,"3053"
13313,"420d086c","4bfa0362",Western,-37.80428534,144.94299287,POINT (144.94299287 -37.80428534),529,NORTH MELBOURNE,"3051"
10282,"9493df4a",df3ebd62,Western,-37.80367262,144.94363438,POINT (144.94363438 -37.80367262),260,NORTH MELBOURNE,"3051"
4469,"77bedfa2","",Desserts,-37.80360884,144.94311094,POINT (144.94311094 -37.80360884),914,NORTH MELBOURNE,"3051"
8714,"1cf100d3","7ff5edab",Beverages,-37.80265755,144.94328503,POINT (144.94328503 -37.80265755),972,NORTH MELBOURNE,"3051"
9848,d97711d9,"",Vegetarian,-37.80129215,144.94417239,POINT (144.94417239 -37.80129215),825,NORTH MELBOURNE,"3051"
19065,"55f2a6af","",Indian,-37.79526384,144.94513594,POINT (144.94513594 -37.79526384),335,NORTH MELBOURNE,"3051"
3340,"7bad1ed4","7cebaad1",Western,-37.79521884,144.94513794,POINT (144.94513794 -37.79521884),400,NORTH MELBOURNE,"3051"
9954,a48faf14,"",Indian,-37.79445188,144.94475786,POINT (144.94475786 -37.79445188),371,NORTH MELBOURNE,"3051"
6175,"9246eec2",f49f225a,Hong Kong Style,-37.79439184,144.94529694,POINT (144.94529694 -37.79439184),710,NORTH MELBOURNE,"3051"
14909,dae162cb,"170b679a",Japanese,-37.80976695,144.95150454,POINT (144.95150454 -37.80976695),24,WEST MELBOURNE,"3003"
12206,"9e931af9",b6620d07,Japanese,-37.83678983,144.92101994,POINT (144.92101994 -37.83678983),630,PORT MELBOURNE,"3207"
17060,"9ab9c490","",Indian,-37.80139787,144.91572144,POINT (144.91572144 -37.80139787),627,WEST MELBOURNE,"3003"
6168,c8aee5bb,"",Indian,-37.83569784,144.96685393,POINT (144.96685393 -37.83569784),139,SOUTH MELBOURNE,"3205"
1128,fbb60c91,"8795da35",Indian,-37.83347681,144.96593825,POINT (144.96593825 -37.83347681),680,SOUTH MELBOURNE,"3205"
1215,"167f03f3","",Indian,-37.79066884,144.93028494,POINT (144.93028494 -37.79066884),577,KENSINGTON,"3031"
12478,"7aa07f87","23cfdb2d",Beverages,-37.78590183,144.92618295,POINT (144.92618295 -37.78590183),123,FLEMINGTON,"3031"
6164,"42fa592f",c334016a,Indian,-37.78520012,144.92264812,POINT (144.92264812 -37.78520012),246,FLEMINGTON,"3031"
7410,"185a063d","",Snacks,-37.83605984,144.92818794,POINT (144.92818794 -37.83605984),291,PORT MELBOURNE,"3207"
21199,cf5b8860,d8f031db,Vegetarian,-37.83602484,144.92772294,POINT (144.92772294 -37.83602484),748,PORT MELBOURNE,"3207"
4174,"4d8a8e2d","",Snacks,-37.83593184,144.92654394,POINT (144.92654394 -37.83593184),9,PORT MELBOURNE,"3207"
8781,"84c7e699","",Indian,-37.83581584,144.92862594,POINT (144.92862594 -37.83581584),801,PORT MELBOURNE,"3207"
18341,d9b9395d,"217ca08b",Japanese,-37.83556483,144.92565594,POINT (144.92565594 -37.83556483),526,PORT MELBOURNE,"3207"
18630,"1254c17b","23cfdb2d",Beverages,-37.83547681,144.92573873,POINT (144.92573873 -37.83547681),457,PORT MELBOURNE,"3207"
8620,"59796f1b","",Desserts,-37.79700684,144.96822194,POINT (144.96822194 -37.79700684),224,CARLTON,"3053"
21696,e8cb6ff0,a7f5aa77,Western,-37.79687184,144.96850994,POINT (144.96850994 -37.79687184),805,CARLTON,"3053"
7428,c9e396f2,"8f633274",Chinese,-37.81788138,144.96520406,POINT (144.96520406 -37.81788138),576,MELBOURNE,"3000"
14343,"6c0311b5","9263cd35",Indian,-37.81683676,144.96407590,POINT (144.9640759 -37.81683676),172,MELBOURNE,"3000"
12656,b1b305fb,f16e2196,Snacks,-37.81586184,144.96419494,POINT (144.96419494 -37.81586184),756,MELBOURNE,"3000"
385,c45062a9,"7abd4827",Indian,-37.81498161,144.96378788,POINT (144.96378788 -37.81498161),344,MELBOURNE,"3000"
21077,b7d54a67,"",Indian,-37.80474904,144.95834449,POINT (144.95834449 -37.80474904),820,MELBOURNE,"3000"
7081,a910cc8f,be205af1,Indian,-37.80455897,144.95825405,POINT (144.95825405 -37.80455897),445,MELBOURNE,"3000"
4414,"12052e43",a7f5aa77,Western,-37.80395284,144.94729194,POINT (144.94729194 -37.80395284),453,NORTH MELBOURNE,"3051"
13567,"68554f18","",Hong Kong Style,-37.80349546,144.94604124,POINT (144.94604124 -37.80349546),319,NORTH MELBOURNE,"3051"
17020,b8306bd8,a6dcdf34,Beverages,-37.78500584,144.93111295,POINT (144.93111295 -37.78500584),417,FLEMINGTON,"3031"
3401,"19fdce8a","",Indian,-37.78487292,144.92966416,POINT (144.92966416 -37.78487292),908,FLEMINGTON,"3031"
9738,"720f2bdc","",Healthy,-37.78480783,144.92906395,POINT (144.92906395 -37.78480783),359,FLEMINGTON,"3031"
7995,ee95312f,d715464f,Indian,-37.83457343,144.96082843,POINT (144.96082843 -37.83457343),718,SOUTH MELBOURNE,"3205"
4130,"9be7b986","4b01ebbd",Beverages,-37.79279612,144.92618376,POINT (144.92618376 -37.79279612),477,KENSINGTON,"3031"
5990,f0263fa6,"0c3fe6a3",Indian,-37.79221878,144.92562395,POINT (144.92562395 -37.79221878),189,KENSINGTON,"3031"
2278,"0d7c9af4","",Indian,-37.81568905,144.96302493,POINT (144.96302493 -37.81568905),368,MELBOURNE,"3000"
15852,d74fd0ca,"",Indian,-37.80362684,144.94977694,POINT (144.94977694 -37.80362684),390,NORTH MELBOURNE,"3051"
3972,f46fcf41,"",Indian,-37.79956726,144.94996533,POINT (144.94996533 -37.79956726),313,NORTH MELBOURNE,"3051"
15285,"3cd900c8","4dc4068c",Indian,-37.79752584,144.95085394,POINT (144.95085394 -37.79752584),48,NORTH MELBOURNE,"3051"
17965,d1b159e3,"",Western,-37.84929584,145.00416693,POINT (145.00416693 -37.84929584),121,PRAHRAN,"3181"
17044,"567cf2cb","519a1642",Western,-37.79481584,144.94274094,POINT (144.94274094 -37.79481584),660,NORTH MELBOURNE,"3051"
4963,a563b9a5,"2e50ca91",Indian,-37.79472384,144.94570794,POINT (144.94570794 -37.79472384),573,NORTH MELBOURNE,"3051"
2328,"785f21d8","",Indian,-37.84353620,144.94148604,POINT (144.94148604 -37.8435362),623,PORT MELBOURNE,"3207"
17289,"9f85c81e","",Indian,-37.84232158,144.94356159,POINT (144.94356159 -37.84232158),679,PORT MELBOURNE,"3207"
6074,"05b7cd86","",Indian,-37.83971573,144.94546029,POINT (144.94546029 -37.83971573),720,PORT MELBOURNE,"3207"
14002,d261fa04,"9f52af27",Beverages,-37.83944629,144.94551322,POINT (144.94551322 -37.83944629),208,PORT MELBOURNE,"3207"
290,a3d77597,cc8548a4,Korean,-37.83684587,144.94625582,POINT (144.94625582 -37.83684587),939,PORT MELBOURNE,"3207"
22626,da8af4a5,"",Snacks,-37.83678144,144.94721209,POINT (144.94721209 -37.83678144),106,PORT MELBOURNE,"3207"
1182,c4fe04cd,"",Indian,-37.83659764,144.94752399,POINT (144.94752399 -37.83659764),423,PORT MELBOURNE,"3207"
7914,a695b7b5,"",Indian,-37.83619406,144.94690752,POINT (144.94690752 -37.83619406),331,PORT MELBOURNE,"3207"
7177,ba1aae4f,"64989eca",Korean,-37.83592512,144.94737151,POINT (144.94737151 -37.83592512),667,PORT MELBOURNE,"3207"
7663,f61f3322,"",Healthy,-37.84243504,144.94216440,POINT (144.9421644 -37.84243504),342,PORT MELBOURNE,"3207"
194,"19cf83cd","0c3fe6a3",Indian,-37.84116903,144.94303586,POINT (144.94303586 -37.84116903),53,PORT MELBOURNE,"3207"
4313,"1545928d","",Indian,-37.84014367,144.94356611,POINT (144.94356611 -37.84014367),372,PORT MELBOURNE,"3207"
539,"6b28bbe3","3f2df990",Japanese,-37.84818719,144.99641592,POINT (144.99641592 -37.84818719),564,PRAHRAN,"3181"
10315,"3d9dbf90","",Indian,-37.83411898,144.94074504,POINT (144.94074504 -37.83411898),465,PORT MELBOURNE,"3207"
11767,"6a7fc18d","",Desserts,-37.83246984,144.94341094,POINT (144.94341094 -37.83246984),387,PORT MELBOURNE,"3207"
2382,bb7c318b,"347a72c5",Indian,-37.80918104,144.96847178,POINT (144.96847178 -37.80918104),162,MELBOURNE,"3000"
10689,"74513fff","",Indian,-37.80900130,144.96811716,POINT (144.96811716 -37.8090013),685,MELBOURNE,"3000"
14933,"3d482a7b","36fbb1a7",Beverages,-37.79013283,144.92463295,POINT (144.92463295 -37.79013283),168,KENSINGTON,"3031"
7923,"160d7776","155321b6",Beverages,-37.78192283,144.92796295,POINT (144.92796295 -37.78192283),100,FLEMINGTON,"3031"
6659,"62375bf9","08159b4b",Beverages,-37.78173083,144.92963695,POINT (144.92963695 -37.78173083),702,FLEMINGTON,"3031"
4800,b775fb0c,"",Korean,-37.83780416,144.94159838,POINT (144.94159838 -37.83780416),104,PORT MELBOURNE,"3207"
22994,"5b22416c","",Indian,-37.83331184,144.93844494,POINT (144.93844494 -37.83331184),488,PORT MELBOURNE,"3207"
3774,"3f41ad92",f471fc0e,Indian,-37.84211084,144.98817793,POINT (144.98817793 -37.84211084),547,SOUTH YARRA,"3141"
10090,"57ff5684","",Japanese,-37.84200684,144.98733993,POINT (144.98733993 -37.84200684),311,SOUTH YARRA,"3141"
7819,"8fc0d3c4","",Japanese,-37.84092584,144.95963093,POINT (144.95963093 -37.84092584),470,SOUTH MELBOURNE,"3205"
19971,"2a9ab195",a21f5c0d,Chinese,-37.83645355,144.95633423,POINT (144.95633423 -37.83645355),472,SOUTH MELBOURNE,"3205"
7399,"8e4a8b23","",Indian,-37.83611702,144.95612820,POINT (144.9561282 -37.83611702),732,SOUTH MELBOURNE,"3205"
16368,a10161e8,e9eda3da,Indian,-37.83298012,144.95522430,POINT (144.9552243 -37.83298012),731,SOUTH MELBOURNE,"3205"
2954,"59d2d4b9","",Japanese,-37.83188084,144.95421194,POINT (144.95421194 -37.83188084),622,SOUTH MELBOURNE,"3205"
2370,"98858915","80e5ab1d",Indian,-37.82961198,144.95312593,POINT (144.95312593 -37.82961198),932,SOUTH MELBOURNE,"3205"
5854,"44ce33d7","3ae08d0c",Snacks,-37.78556883,144.92930395,POINT (144.92930395 -37.78556883),247,FLEMINGTON,"3031"
14353,fe25bc0f,"",Japanese,-37.84233203,144.99322685,POINT (144.99322685 -37.84233203),152,SOUTH YARRA,"3141"
18599,"0e69c56d","4bfa0362",Western,-37.79595819,144.94979650,POINT (144.9497965 -37.79595819),567,NORTH MELBOURNE,"3051"
15709,"21720376",bf77fa50,Western,-37.79137984,144.94388794,POINT (144.94388794 -37.79137984),130,NORTH MELBOURNE,"3051"
18007,b806ecfb,"",Western,-37.79084484,144.94338494,POINT (144.94338494 -37.79084484),235,NORTH MELBOURNE,"3051"
3688,aa135031,e9eda3da,Indian,-37.79039888,144.94161729,POINT (144.94161729 -37.79039888),779,NORTH MELBOURNE,"3051"
18124,c60c2918,"",Snacks,-37.79024929,144.94168068,POINT (144.94168068 -37.79024929),866,NORTH MELBOURNE,"3051"
11118,"78f817e8","73d8be05",Japanese,-37.79017837,144.94195340,POINT (144.9419534 -37.79017837),625,NORTH MELBOURNE,"3051"
15891,cf4fd7eb,"0e3a5e68",Beverages,-37.78859986,144.94177862,POINT (144.94177862 -37.78859986),864,PARKVILLE,"3052"
22677,"528a2dc8",a21f5c0d,Chinese,-37.82028130,144.95499689,POINT (144.95499689 -37.8202813),383,MELBOURNE,"3000"
12229,c57b9c8e,"16ef5978",Japanese,-37.81570237,144.97003867,POINT (144.97003867 -37.81570237),36,MELBOURNE,"3000"
9058,dd22cd92,"",Indian,-37.81540956,144.96752060,POINT (144.9675206 -37.81540956),746,MELBOURNE,"3000"
22493,"05ee5355","5a3894f2",Western,-37.82147154,144.95282718,POINT (144.95282718 -37.82147154),239,DOCKLANDS,"3008"
