"gid","street_name","street_type","suburb","postcode","state","latitude","longitude","geom","delivery_id"
767,ALBERT,STREET,EAST MELBOURNE,"3002",VIC,-37.80982725,144.98027984,POINT (144.98027984 -37.80982725),3137
32135,SURREY,ROAD,SOUTH YARRA,"3141",VIC,-37.84649284,144.99830993,POINT (144.99830993 -37.84649284),3138
18153,KING,STREET,MELBOURNE,"3000",VIC,-37.81961113,144.95693884,POINT (144.95693884 -37.81961113),3139
9283,CROWN,STREET,FLEMINGTON,"3031",VIC,-37.78458083,144.92282495,POINT (144.92282495 -37.78458083),3140
25839,PARSONS,STREET,KENSINGTON,"3031",VIC,-37.79051493,144.93480286,POINT (144.93480286 -37.79051493),3141
23310,MURRAY,STREET,PRAHRAN,"3181",VIC,-37.85049984,145.00240693,POINT (145.00240693 -37.85049984),3142
16112,HEATHER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83473284,144.96523293,POINT (144.96523293 -37.83473284),3143
6455,CHAPMAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.79701184,144.94976694,POINT (144.94976694 -37.79701184),3144
33004,THE RIDGEWAY,,KENSINGTON,"3031",VIC,-37.79460202,144.92484999,POINT (144.92484999 -37.79460202),3145
24282,NORVAL,PLACE,MELBOURNE,"3000",VIC,-37.82105512,144.95590545,POINT (144.95590545 -37.82105512),3146
27926,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80305125,144.94777174,POINT (144.94777174 -37.80305125),3147
31970,STRICKLAND,ROAD,PARKVILLE,"3052",VIC,-37.77600547,144.94039059,POINT (144.94039059 -37.77600547),3148
9515,CURZON,STREET,NORTH MELBOURNE,"3051",VIC,-37.80257584,144.94845494,POINT (144.94845494 -37.80257584),3149
14756,GLOVER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.84000584,144.94972394,POINT (144.94972394 -37.84000584),3150
34517,WALTER,STREET,PORT MELBOURNE,"3207",VIC,-37.83535684,144.93225194,POINT (144.93225194 -37.83535684),3151
16768,HOPETOUN,STREET,KENSINGTON,"3031",VIC,-37.79160283,144.92699995,POINT (144.92699995 -37.79160283),3152
3452,BEACON,VISTA,PORT MELBOURNE,"3207",VIC,-37.83882113,144.93025207,POINT (144.93025207 -37.83882113),3153
24379,NOTT,STREET,PORT MELBOURNE,"3207",VIC,-37.83886874,144.94055433,POINT (144.94055433 -37.83886874),3154
23000,MOTHERWELL,STREET,SOUTH YARRA,"3141",VIC,-37.84585984,145.00242893,POINT (145.00242893 -37.84585984),3155
30745,SPENCER,STREET,WEST MELBOURNE,"3003",VIC,-37.80700297,144.94532999,POINT (144.94532999 -37.80700297),3156
25323,PARK,DRIVE,PARKVILLE,"3052",VIC,-37.79609984,144.95381194,POINT (144.95381194 -37.79609984),3157
8400,COMMERCIAL,ROAD,PRAHRAN,"3181",VIC,-37.84671427,144.99172420,POINT (144.9917242 -37.84671427),3158
24628,OCONNELL,STREET,NORTH MELBOURNE,"3051",VIC,-37.80453338,144.95756887,POINT (144.95756887 -37.80453338),3159
34995,WESTBOURNE,ROAD,KENSINGTON,"3031",VIC,-37.79223483,144.92399595,POINT (144.92399595 -37.79223483),3160
33223,TIVOLI,ROAD,SOUTH YARRA,"3141",VIC,-37.83798484,144.99829193,POINT (144.99829193 -37.83798484),3161
16095,HEATH,STREET,PORT MELBOURNE,"3207",VIC,-37.83242984,144.94730994,POINT (144.94730994 -37.83242984),3162
34949,WESTBOURNE,ROAD,KENSINGTON,"3031",VIC,-37.79360720,144.92107349,POINT (144.92107349 -37.7936072),3163
16321,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85329884,145.00534293,POINT (145.00534293 -37.85329884),3164
20985,MALVERN,ROAD,PRAHRAN,"3181",VIC,-37.84856284,145.00557293,POINT (145.00557293 -37.84856284),3165
16914,HOWARD,STREET,NORTH MELBOURNE,"3051",VIC,-37.80382232,144.95378665,POINT (144.95378665 -37.80382232),3166
4976,BURCHETT,LANE,EAST MELBOURNE,"3002",VIC,-37.81511207,144.98972973,POINT (144.98972973 -37.81511207),3167
26937,PRIDHAM,STREET,KENSINGTON,"3031",VIC,-37.78961184,144.93113294,POINT (144.93113294 -37.78961184),3168
32320,SWALLOW,STREET,PORT MELBOURNE,"3207",VIC,-37.83808984,144.93292594,POINT (144.93292594 -37.83808984),3169
14531,GEORGE,STREET,EAST MELBOURNE,"3002",VIC,-37.81500745,144.98466620,POINT (144.9846662 -37.81500745),3170
27129,PRINCES,STREET,FLEMINGTON,"3031",VIC,-37.78625584,144.93354294,POINT (144.93354294 -37.78625584),3171
23332,MURRAY,STREET,PRAHRAN,"3181",VIC,-37.85030584,145.00102493,POINT (145.00102493 -37.85030584),3172
2725,BARRY,STREET,SOUTH YARRA,"3141",VIC,-37.84488484,144.99281893,POINT (144.99281893 -37.84488484),3173
9959,DERBY,STREET,KENSINGTON,"3031",VIC,-37.79573078,144.92680781,POINT (144.92680781 -37.79573078),3174
35425,WILLIAMS,ROAD,SOUTH YARRA,"3141",VIC,-37.84414359,145.00335217,POINT (145.00335217 -37.84414359),3175
22277,MILLER,STREET,WEST MELBOURNE,"3003",VIC,-37.80537838,144.94464553,POINT (144.94464553 -37.80537838),3176
17784,KAY,STREET,CARLTON,"3053",VIC,-37.79529184,144.97223194,POINT (144.97223194 -37.79529184),3177
32754,THE BEND,,PORT MELBOURNE,"3207",VIC,-37.83853883,144.92156194,POINT (144.92156194 -37.83853883),3178
3599,BELLAIR,STREET,KENSINGTON,"3031",VIC,-37.79309484,144.92986594,POINT (144.92986594 -37.79309484),3179
7166,CITY,ROAD,SOUTHBANK,"3006",VIC,-37.82092857,144.96727889,POINT (144.96727889 -37.82092857),3180
18471,LAMBETH,STREET,KENSINGTON,"3031",VIC,-37.79217184,144.93377494,POINT (144.93377494 -37.79217184),3181
1407,ARDEN,STREET,KENSINGTON,"3031",VIC,-37.79931508,144.93433851,POINT (144.93433851 -37.79931508),3182
18945,LENNON,STREET,PARKVILLE,"3052",VIC,-37.78646707,144.94105724,POINT (144.94105724 -37.78646707),3183
14871,GOWER,STREET,KENSINGTON,"3031",VIC,-37.79607283,144.92755694,POINT (144.92755694 -37.79607283),3184
2608,BARNETT,STREET,KENSINGTON,"3031",VIC,-37.79202384,144.93209794,POINT (144.93209794 -37.79202384),3185
26826,POWELL,STREET,SOUTH YARRA,"3141",VIC,-37.84011364,144.98965076,POINT (144.98965076 -37.84011364),3186
3565,BELLAIR,STREET,KENSINGTON,"3031",VIC,-37.79599706,144.93059627,POINT (144.93059627 -37.79599706),3187
31449,ST GEORGES,GROVE,PARKVILLE,"3052",VIC,-37.78709578,144.94297477,POINT (144.94297477 -37.78709578),3188
10031,DHANGA DJEEMBANA,WALK,MELBOURNE,"3000",VIC,-37.80777270,144.95828809,POINT (144.95828809 -37.8077727),3189
5553,CARDIGAN,STREET,CARLTON,"3053",VIC,-37.79928042,144.96608614,POINT (144.96608614 -37.79928042),3190
20151,LORIMER,STREET,PORT MELBOURNE,"3207",VIC,-37.82214549,144.93220540,POINT (144.9322054 -37.82214549),3191
14584,GILBERTSON,WALK,KENSINGTON,"3031",VIC,-37.79069393,144.92237930,POINT (144.9223793 -37.79069393),3192
28379,RAILWAY,PLACE,SOUTH YARRA,"3141",VIC,-37.84387084,144.99940393,POINT (144.99940393 -37.84387084),3193
34356,VILLIERS,STREET,NORTH MELBOURNE,"3051",VIC,-37.79880034,144.95337821,POINT (144.95337821 -37.79880034),3194
23941,NEWQUAY,PROMENADE,DOCKLANDS,"3008",VIC,-37.81486236,144.93825310,POINT (144.9382531 -37.81486236),3195
23397,MYRTLE,STREET,SOUTH YARRA,"3141",VIC,-37.84009784,144.98898293,POINT (144.98898293 -37.84009784),3196
23849,NEWMAN,STREET,KENSINGTON,"3031",VIC,-37.79480583,144.92289395,POINT (144.92289395 -37.79480583),3197
9356,CRUIKSHANK,STREET,PORT MELBOURNE,"3207",VIC,-37.83810084,144.94693594,POINT (144.94693594 -37.83810084),3198
3120,BAYLES,STREET,PARKVILLE,"3052",VIC,-37.79420314,144.95614780,POINT (144.9561478 -37.79420314),3199
7231,CITY,ROAD,SOUTH MELBOURNE,"3205",VIC,-37.83147828,144.95317657,POINT (144.95317657 -37.83147828),3200
5946,CECIL,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83869284,144.96068993,POINT (144.96068993 -37.83869284),3201
29281,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83393053,144.93970202,POINT (144.93970202 -37.83393053),3202
25944,PATTERSON,PLACE,SOUTH MELBOURNE,"3205",VIC,-37.83409884,144.95362594,POINT (144.95362594 -37.83409884),3203
20286,LOTHIAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80123105,144.94500160,POINT (144.9450016 -37.80123105),3204
35365,WILLIAMS,ROAD,PRAHRAN,"3181",VIC,-37.85128690,145.00250754,POINT (145.00250754 -37.8512869),3205
28710,RATHDOWNE,STREET,CARLTON,"3053",VIC,-37.79302684,144.97152194,POINT (144.97152194 -37.79302684),3206
9944,DERBY,STREET,KENSINGTON,"3031",VIC,-37.79637726,144.92740465,POINT (144.92740465 -37.79637726),3207
27941,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80291884,144.95052394,POINT (144.95052394 -37.80291884),3208
1269,ALFRED,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83188590,144.94931594,POINT (144.94931594 -37.8318859),3209
6689,CHATSWORTH,ROAD,PRAHRAN,"3181",VIC,-37.85259050,145.00678525,POINT (145.00678525 -37.8525905),3210
12336,ERROL,STREET,NORTH MELBOURNE,"3051",VIC,-37.80082284,144.95026294,POINT (144.95026294 -37.80082284),3211
34130,VICTORIA,STREET,FLEMINGTON,"3031",VIC,-37.78434284,144.93593494,POINT (144.93593494 -37.78434284),3212
7706,CLARKE,STREET,PRAHRAN,"3181",VIC,-37.84911968,145.00175529,POINT (145.00175529 -37.84911968),3213
18104,KEPPEL,STREET,CARLTON,"3053",VIC,-37.79686209,144.96685685,POINT (144.96685685 -37.79686209),3214
20413,LYGON,STREET,CARLTON,"3053",VIC,-37.80364979,144.96616631,POINT (144.96616631 -37.80364979),3215
18084,KENSINGTON,ROAD,WEST MELBOURNE,"3003",VIC,-37.79940301,144.91802775,POINT (144.91802775 -37.79940301),3216
63,ABBOTSFORD,STREET,NORTH MELBOURNE,"3051",VIC,-37.80015066,144.94633379,POINT (144.94633379 -37.80015066),3217
15044,GRAHAM,STREET,PORT MELBOURNE,"3207",VIC,-37.83542210,144.93493356,POINT (144.93493356 -37.8354221),3218
20378,LYGON,STREET,CARLTON,"3053",VIC,-37.80586917,144.96578739,POINT (144.96578739 -37.80586917),3219
21740,MCCONNELL,STREET,KENSINGTON,"3031",VIC,-37.79284883,144.92869194,POINT (144.92869194 -37.79284883),3220
2278,BANK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83415430,144.96167231,POINT (144.96167231 -37.8341543),3221
18994,LEOPOLD,STREET,SOUTH YARRA,"3141",VIC,-37.83568184,144.98320493,POINT (144.98320493 -37.83568184),3222
10667,DOW,STREET,PORT MELBOURNE,"3207",VIC,-37.83993584,144.94311294,POINT (144.94311294 -37.83993584),3223
27138,PRINCES,STREET,FLEMINGTON,"3031",VIC,-37.78604984,144.93410494,POINT (144.93410494 -37.78604984),3224
27403,PROVOST,STREET,NORTH MELBOURNE,"3051",VIC,-37.80209284,144.94660494,POINT (144.94660494 -37.80209284),3225
18445,LALOR,STREET,PORT MELBOURNE,"3207",VIC,-37.83756584,144.94209894,POINT (144.94209894 -37.83756584),3226
12375,ERROL,STREET,NORTH MELBOURNE,"3051",VIC,-37.79839128,144.95018952,POINT (144.95018952 -37.79839128),3227
34734,WEEROONA,STREET,PORT MELBOURNE,"3207",VIC,-37.83790883,144.91601194,POINT (144.91601194 -37.83790883),3228
6151,CHAPEL,STREET,PRAHRAN,"3181",VIC,-37.85119884,144.99367093,POINT (144.99367093 -37.85119884),3229
30195,SILVER TOP,TERRACE,CARLTON,"3053",VIC,-37.79949505,144.97101534,POINT (144.97101534 -37.79949505),3230
2806,BATMAN,STREET,WEST MELBOURNE,"3003",VIC,-37.81073944,144.95068470,POINT (144.9506847 -37.81073944),3231
26509,PIN OAK,CRESCENT,FLEMINGTON,"3031",VIC,-37.78632395,144.92914449,POINT (144.92914449 -37.78632395),3232
17649,JOHN,STREET,FLEMINGTON,"3031",VIC,-37.78395983,144.92697495,POINT (144.92697495 -37.78395983),3233
13295,FAWKNER,STREET,SOUTH YARRA,"3141",VIC,-37.84197584,144.98711393,POINT (144.98711393 -37.84197584),3234
5104,CANBERRA,MEWS,PORT MELBOURNE,"3207",VIC,-37.83873059,144.93306234,POINT (144.93306234 -37.83873059),3235
10412,DORCAS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83453667,144.95441005,POINT (144.95441005 -37.83453667),3236
10812,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.80412024,144.96759821,POINT (144.96759821 -37.80412024),3237
30188,SILK,PLACE,WEST MELBOURNE,"3003",VIC,-37.80521174,144.94621686,POINT (144.94621686 -37.80521174),3238
24569,OBAN,STREET,SOUTH YARRA,"3141",VIC,-37.84447401,145.00269188,POINT (145.00269188 -37.84447401),3239
6106,CHAMBERS,STREET,SOUTH YARRA,"3141",VIC,-37.84068884,144.99405793,POINT (144.99405793 -37.84068884),3240
23720,NELSON,ROAD,SOUTH MELBOURNE,"3205",VIC,-37.83618184,144.95214794,POINT (144.95214794 -37.83618184),3241
1090,ALEXANDRA,STREET,SOUTH YARRA,"3141",VIC,-37.84065584,144.98843393,POINT (144.98843393 -37.84065584),3242
6550,CHARLES,STREET,PRAHRAN,"3181",VIC,-37.85059684,144.98904993,POINT (144.98904993 -37.85059684),3243
7734,CLARKE,STREET,PRAHRAN,"3181",VIC,-37.84884484,144.99970393,POINT (144.99970393 -37.84884484),3244
21388,MARKET,STREET,KENSINGTON,"3031",VIC,-37.78928129,144.92737856,POINT (144.92737856 -37.78928129),3245
19978,LONSDALE,STREET,MELBOURNE,"3000",VIC,-37.81268182,144.96160193,POINT (144.96160193 -37.81268182),3246
27721,QUEEN,STREET,MELBOURNE,"3000",VIC,-37.81183002,144.95955064,POINT (144.95955064 -37.81183002),3247
14060,FOOTSCRAY,ROAD,WEST MELBOURNE,"3003",VIC,-37.80753494,144.91216505,POINT (144.91216505 -37.80753494),3248
3756,BENDIGO,STREET,PRAHRAN,"3181",VIC,-37.84830184,144.99763593,POINT (144.99763593 -37.84830184),3249
23348,MURRAY,STREET,PRAHRAN,"3181",VIC,-37.85017984,144.99999393,POINT (144.99999393 -37.85017984),3250
12226,EPSOM,ROAD,KENSINGTON,"3031",VIC,-37.79088352,144.92434988,POINT (144.92434988 -37.79088352),3251
30392,SMITH,STREET,PORT MELBOURNE,"3207",VIC,-37.83470662,144.92192233,POINT (144.92192233 -37.83470662),3252
20135,LORIMER,STREET,PORT MELBOURNE,"3207",VIC,-37.82344131,144.90911379,POINT (144.90911379 -37.82344131),3253
32553,SYDNEY,STREET,PRAHRAN,"3181",VIC,-37.85170284,145.00953392,POINT (145.00953392 -37.85170284),3254
13911,FLINDERS,LANE,MELBOURNE,"3000",VIC,-37.81556568,144.97047408,POINT (144.97047408 -37.81556568),3255
7081,CHURCH,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83595384,144.96084493,POINT (144.96084493 -37.83595384),3256
23573,NEILL,STREET,CARLTON,"3053",VIC,-37.79422284,144.97243094,POINT (144.97243094 -37.79422284),3257
7524,CLARENDON,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83210284,144.95990294,POINT (144.95990294 -37.83210284),3258
33130,THOMAS,STREET,PORT MELBOURNE,"3207",VIC,-37.83591084,144.93591294,POINT (144.93591294 -37.83591084),3259
32751,THE BEND,,PORT MELBOURNE,"3207",VIC,-37.83861983,144.91796894,POINT (144.91796894 -37.83861983),3260
35082,WESTSIDE,AVENUE,PORT MELBOURNE,"3207",VIC,-37.82313091,144.91733449,POINT (144.91733449 -37.82313091),3261
35078,WESTBOURNE,STREET,PRAHRAN,"3181",VIC,-37.84861747,145.00519847,POINT (145.00519847 -37.84861747),3262
9196,CROMWELL,ROAD,SOUTH YARRA,"3141",VIC,-37.84264477,145.00015907,POINT (145.00015907 -37.84264477),3263
8318,COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81528540,144.96984541,POINT (144.96984541 -37.8152854),3264
36060,WOODFULL,STREET,PRAHRAN,"3181",VIC,-37.85139484,145.00890592,POINT (145.00890592 -37.85139484),3265
28161,RACECOURSE,ROAD,KENSINGTON,"3031",VIC,-37.78842083,144.93007595,POINT (144.93007595 -37.78842083),3266
14563,GEORGE,STREET,NORTH MELBOURNE,"3051",VIC,-37.79010984,144.94097694,POINT (144.94097694 -37.79010984),3267
22197,MILES,STREET,SOUTHBANK,"3006",VIC,-37.82879635,144.96794142,POINT (144.96794142 -37.82879635),3268
11463,EASTWOOD,STREET,KENSINGTON,"3031",VIC,-37.79226184,144.93067294,POINT (144.93067294 -37.79226184),3269
22569,MONTAGUE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83165184,144.95070894,POINT (144.95070894 -37.83165184),3270
16961,HOWE,CRESCENT,SOUTH MELBOURNE,"3205",VIC,-37.83845987,144.95977869,POINT (144.95977869 -37.83845987),3271
10342,DORCAS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83581084,144.95151094,POINT (144.95151094 -37.83581084),3272
2914,BAY,STREET,PORT MELBOURNE,"3207",VIC,-37.83908462,144.94220202,POINT (144.94220202 -37.83908462),3273
22384,MOFFAT,STREET,SOUTH YARRA,"3141",VIC,-37.84455484,144.98590293,POINT (144.98590293 -37.84455484),3274
18436,LALBERT,CRESCENT,PRAHRAN,"3181",VIC,-37.85613732,145.01017420,POINT (145.0101742 -37.85613732),3275
14518,GEORGE,STREET,EAST MELBOURNE,"3002",VIC,-37.81524214,144.98679542,POINT (144.98679542 -37.81524214),3276
28685,RATHDOWNE,STREET,CARLTON,"3053",VIC,-37.79577698,144.97107255,POINT (144.97107255 -37.79577698),3277
35245,WILLIAM,STREET,SOUTH YARRA,"3141",VIC,-37.84062484,144.99370493,POINT (144.99370493 -37.84062484),3278
3186,BAYSWATER,ROAD,KENSINGTON,"3031",VIC,-37.79316183,144.92445795,POINT (144.92445795 -37.79316183),3279
26397,PICKLES,STREET,PORT MELBOURNE,"3207",VIC,-37.83641384,144.94840394,POINT (144.94840394 -37.83641384),3280
33584,TOPE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83164498,144.96347244,POINT (144.96347244 -37.83164498),3281
7294,CLAREMONT,STREET,SOUTH YARRA,"3141",VIC,-37.83833296,144.99381517,POINT (144.99381517 -37.83833296),3282
21072,MALVERN,ROAD,SOUTH YARRA,"3141",VIC,-37.84773295,145.00183607,POINT (145.00183607 -37.84773295),3283
8642,COOPERS,LANE,KENSINGTON,"3031",VIC,-37.79057129,144.92405515,POINT (144.92405515 -37.79057129),3284
35513,WILLIAMSTOWN,ROAD,PORT MELBOURNE,"3207",VIC,-37.83550998,144.92098249,POINT (144.92098249 -37.83550998),3285
12612,ESPLANADE EAST,,PORT MELBOURNE,"3207",VIC,-37.83622179,144.94819345,POINT (144.94819345 -37.83622179),3286
14754,GLENTI,PLACE,DOCKLANDS,"3008",VIC,-37.81520731,144.94016837,POINT (144.94016837 -37.81520731),3287
922,ALBERT,STREET,PORT MELBOURNE,"3207",VIC,-37.83427584,144.93796394,POINT (144.93796394 -37.83427584),3288
1096,ALEXANDRA,STREET,SOUTH YARRA,"3141",VIC,-37.84060484,144.98809393,POINT (144.98809393 -37.84060484),3289
34898,WELLINGTON,STREET,FLEMINGTON,"3031",VIC,-37.78218584,144.93216895,POINT (144.93216895 -37.78218584),3290
14655,GIPPS,STREET,EAST MELBOURNE,"3002",VIC,-37.81276184,144.98514693,POINT (144.98514693 -37.81276184),3291
16956,HOWE,CRESCENT,SOUTH MELBOURNE,"3205",VIC,-37.83883862,144.95924394,POINT (144.95924394 -37.83883862),3292
2873,BAY,STREET,PORT MELBOURNE,"3207",VIC,-37.84085688,144.93995011,POINT (144.93995011 -37.84085688),3293
22700,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83690572,144.96549389,POINT (144.96549389 -37.83690572),3294
8940,COVENTRY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83251093,144.95867009,POINT (144.95867009 -37.83251093),3295
35516,WILLIAMSTOWN,ROAD,PORT MELBOURNE,"3207",VIC,-37.83548183,144.92352194,POINT (144.92352194 -37.83548183),3296
5038,CAKEBREAD,MEWS,KENSINGTON,"3031",VIC,-37.79319668,144.91909269,POINT (144.91909269 -37.79319668),3297
16660,HOLLAND,COURT,FLEMINGTON,"3031",VIC,-37.78719225,144.93465229,POINT (144.93465229 -37.78719225),3298
18260,KING,STREET,WEST MELBOURNE,"3003",VIC,-37.80894439,144.95187940,POINT (144.9518794 -37.80894439),3299
18509,LAMBETH,STREET,KENSINGTON,"3031",VIC,-37.79048159,144.93443574,POINT (144.93443574 -37.79048159),3300
27832,QUEENSBERRY,STREET,CARLTON,"3053",VIC,-37.80446984,144.96438894,POINT (144.96438894 -37.80446984),3301
30130,SHIELDS,STREET,FLEMINGTON,"3031",VIC,-37.78496484,144.93389694,POINT (144.93389694 -37.78496484),3302
31193,STATION,STREET,CARLTON,"3053",VIC,-37.79370684,144.97441094,POINT (144.97441094 -37.79370684),3303
21197,MARGARET,STREET,SOUTH YARRA,"3141",VIC,-37.84537984,144.98722993,POINT (144.98722993 -37.84537984),3304
4784,BROWNING,WALK,SOUTH YARRA,"3141",VIC,-37.84535569,144.99777753,POINT (144.99777753 -37.84535569),3305
32149,SURREY,ROAD,SOUTH YARRA,"3141",VIC,-37.84504884,144.99818993,POINT (144.99818993 -37.84504884),3306
356,ADDERLEY,STREET,WEST MELBOURNE,"3003",VIC,-37.81077329,144.94737464,POINT (144.94737464 -37.81077329),3307
17559,IZETT,STREET,PRAHRAN,"3181",VIC,-37.84881584,144.99184893,POINT (144.99184893 -37.84881584),3308
35626,WILLIAMSTOWN,ROAD,PORT MELBOURNE,"3207",VIC,-37.83323400,144.93576882,POINT (144.93576882 -37.833234),3309
15803,HARRIS,STREET,NORTH MELBOURNE,"3051",VIC,-37.79958084,144.94930994,POINT (144.94930994 -37.79958084),3310
6025,CECIL,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83085431,144.95707208,POINT (144.95707208 -37.83085431),3311
34754,WELLINGTON,CRESCENT,EAST MELBOURNE,"3002",VIC,-37.81721224,144.97767964,POINT (144.97767964 -37.81721224),3312
32892,THE CRESCENT,,KENSINGTON,"3031",VIC,-37.79368983,144.91952795,POINT (144.91952795 -37.79368983),3313
15883,HAWKE,STREET,WEST MELBOURNE,"3003",VIC,-37.80797775,144.94566957,POINT (144.94566957 -37.80797775),3314
20080,LORIMER,STREET,DOCKLANDS,"3008",VIC,-37.82357183,144.94082464,POINT (144.94082464 -37.82357183),3315
30860,SPRING,STREET,PORT MELBOURNE,"3207",VIC,-37.83741334,144.94727409,POINT (144.94727409 -37.83741334),3316
31426,ST EDMONDS,ROAD,PRAHRAN,"3181",VIC,-37.84990659,144.99201789,POINT (144.99201789 -37.84990659),3317
31567,ST KILDA,ROAD,MELBOURNE,"3004",VIC,-37.83581384,144.97490293,POINT (144.97490293 -37.83581384),3318
2241,BANK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83562784,144.95501594,POINT (144.95501594 -37.83562784),3319
24766,OSBORNE,STREET,SOUTH YARRA,"3141",VIC,-37.84555884,144.99008493,POINT (144.99008493 -37.84555884),3320
4092,BOUNDARY,STREET,PORT MELBOURNE,"3207",VIC,-37.82981249,144.94447817,POINT (144.94447817 -37.82981249),3321
14773,GLOVER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83962684,144.94815494,POINT (144.94815494 -37.83962684),3322
14288,GARTON,STREET,PORT MELBOURNE,"3207",VIC,-37.83373784,144.94736394,POINT (144.94736394 -37.83373784),3323
23883,NEWMARKET,STREET,FLEMINGTON,"3031",VIC,-37.78448069,144.92523230,POINT (144.9252323 -37.78448069),3324
26775,PORTLAND,PLACE,SOUTH YARRA,"3141",VIC,-37.84128384,144.99201193,POINT (144.99201193 -37.84128384),3325
16621,HODDLE,STREET,EAST MELBOURNE,"3002",VIC,-37.81402184,144.99032693,POINT (144.99032693 -37.81402184),3326
9811,DAVIS,AVENUE,SOUTH YARRA,"3141",VIC,-37.84167984,144.99032593,POINT (144.99032593 -37.84167984),3327
23816,NEWMAN,STREET,KENSINGTON,"3031",VIC,-37.79521899,144.92220441,POINT (144.92220441 -37.79521899),3328
29039,ROCKLEY,ROAD,SOUTH YARRA,"3141",VIC,-37.83505884,145.00057293,POINT (145.00057293 -37.83505884),3329
13766,FLEMINGTON,ROAD,NORTH MELBOURNE,"3051",VIC,-37.79016800,144.94193123,POINT (144.94193123 -37.790168),3330
13409,FERRARS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83695855,144.95650658,POINT (144.95650658 -37.83695855),3331
120,ABBOTSFORD,STREET,NORTH MELBOURNE,"3051",VIC,-37.79483984,144.94664694,POINT (144.94664694 -37.79483984),3332
21671,MCALLISTER,MEWS,KENSINGTON,"3031",VIC,-37.79344983,144.91971295,POINT (144.91971295 -37.79344983),3333
21598,MASON,STREET,SOUTH YARRA,"3141",VIC,-37.83684984,144.98088993,POINT (144.98088993 -37.83684984),3334
2003,BAILLIE,STREET,NORTH MELBOURNE,"3051",VIC,-37.80133462,144.94771912,POINT (144.94771912 -37.80133462),3335
33973,VICTORIA,PARADE,EAST MELBOURNE,"3002",VIC,-37.81013584,144.99019393,POINT (144.99019393 -37.81013584),3336
19225,LIARDET,STREET,PORT MELBOURNE,"3207",VIC,-37.83801384,144.94090494,POINT (144.94090494 -37.83801384),3337
17377,INGLES,STREET,PORT MELBOURNE,"3207",VIC,-37.82837377,144.94083191,POINT (144.94083191 -37.82837377),3338
5229,CANNING,STREET,CARLTON,"3053",VIC,-37.79458684,144.97369394,POINT (144.97369394 -37.79458684),3339
36237,YARRA,PLACE,SOUTH MELBOURNE,"3205",VIC,-37.83138674,144.96035997,POINT (144.96035997 -37.83138674),3340
26202,PERTH,STREET,PRAHRAN,"3181",VIC,-37.85002484,144.98721293,POINT (144.98721293 -37.85002484),3341
32310,SWALLOW,STREET,PORT MELBOURNE,"3207",VIC,-37.83854184,144.93250394,POINT (144.93250394 -37.83854184),3342
6773,CHELMSFORD,STREET,KENSINGTON,"3031",VIC,-37.79646184,144.93427994,POINT (144.93427994 -37.79646184),3343
25658,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83452584,144.96318193,POINT (144.96318193 -37.83452584),3344
14481,GEORGE,STREET,EAST MELBOURNE,"3002",VIC,-37.81557584,144.98683093,POINT (144.98683093 -37.81557584),3345
22079,MELROSE,STREET,NORTH MELBOURNE,"3051",VIC,-37.79174984,144.94262194,POINT (144.94262194 -37.79174984),3346
9037,CRICHTON,AVENUE,PORT MELBOURNE,"3207",VIC,-37.83511584,144.92882794,POINT (144.92882794 -37.83511584),3347
7528,CLARENDON,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83162147,144.96015834,POINT (144.96015834 -37.83162147),3348
14684,GLADSTONE,STREET,SOUTHBANK,"3006",VIC,-37.82896645,144.95124634,POINT (144.95124634 -37.82896645),3349
22198,MILES,STREET,SOUTHBANK,"3006",VIC,-37.82878712,144.96688503,POINT (144.96688503 -37.82878712),3350
18602,LANG,STREET,SOUTH YARRA,"3141",VIC,-37.84094684,144.98650493,POINT (144.98650493 -37.84094684),3351
